number_e164,label,category,confidence,risk_level,source,updated_at
33568237763,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237764,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237765,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237766,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237767,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237768,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237769,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237770,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237771,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237772,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237773,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237774,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237775,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237776,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237777,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237778,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237779,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237780,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237781,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237782,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237783,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237784,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237785,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237786,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237787,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237788,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237789,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237790,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237791,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237792,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237793,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237794,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237795,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237796,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237797,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237798,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237799,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237800,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237801,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237802,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237803,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237804,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237805,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237806,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237807,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237808,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237809,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237810,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237811,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237812,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237813,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237814,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237815,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237816,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237817,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237818,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237819,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237820,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237821,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237822,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237823,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237824,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237826,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237827,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237828,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237829,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237830,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237831,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237832,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237833,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237834,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237835,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237836,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237837,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237838,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237839,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237840,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237841,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237842,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237843,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237844,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237845,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237846,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237847,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237848,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237849,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237850,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237851,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237852,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237853,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237854,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237855,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237856,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237857,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237858,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237859,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237860,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237861,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237862,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237863,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237864,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237865,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237866,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237867,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237868,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237869,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237870,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237871,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237872,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237873,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237874,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237875,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237876,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237877,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237878,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237879,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237880,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237881,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237882,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237883,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237884,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237885,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237886,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237887,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237888,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237889,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237890,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237891,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237892,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237893,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237894,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237895,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237896,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237897,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237898,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237899,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237900,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237901,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237902,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237903,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237904,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237905,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237906,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237907,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237908,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237909,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237910,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237911,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237912,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237913,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237914,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237915,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237916,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237917,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237918,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237919,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237920,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237921,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237922,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237923,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237924,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237925,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237926,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237927,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237928,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237929,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237930,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237931,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237932,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237933,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237934,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237935,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237936,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237937,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237938,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237939,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237940,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237941,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237942,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237943,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237944,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237945,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237946,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237947,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237948,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237949,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237950,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237951,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237952,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237953,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237954,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237955,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237956,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237957,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237958,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237959,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237960,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237961,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237962,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237963,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237964,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237965,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237966,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237967,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237968,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237969,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237970,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237971,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237972,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237973,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237974,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237975,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237976,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237977,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237978,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237979,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237980,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237981,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237982,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237983,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237984,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237985,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237986,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237987,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237988,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237989,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237990,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237991,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237992,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237993,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237994,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237995,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237996,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237997,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237998,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568237999,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238000,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238001,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238002,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238004,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238005,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238006,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238007,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238008,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238009,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238010,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238011,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238012,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238013,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238014,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238015,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238016,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238017,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238018,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238019,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238020,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238021,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238022,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238023,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238024,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238025,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238026,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238027,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238028,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238029,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238030,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238031,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238032,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238033,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238034,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238035,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238036,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238037,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238038,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238039,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238040,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238041,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238042,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238043,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238044,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238045,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238046,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238047,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238048,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238049,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238050,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238051,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238052,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238053,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238054,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238055,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238056,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238057,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238058,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238059,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238060,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238061,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238062,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238063,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238064,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238065,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238066,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238067,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238068,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238069,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238070,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238071,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238072,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238073,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238074,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238075,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238076,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238077,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238078,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238079,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238080,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238081,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238082,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238083,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238084,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238085,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238086,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238087,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238088,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238089,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238090,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238091,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238092,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238093,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238094,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238095,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238096,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238097,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238098,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238099,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238100,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238101,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238102,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238103,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238104,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238105,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238106,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238107,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238108,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238109,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238110,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238111,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238112,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238113,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238114,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238115,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238116,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238117,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238118,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238119,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238120,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238121,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238122,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238123,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238124,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238125,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238126,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238127,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238128,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238129,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238130,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238131,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238132,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238133,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238134,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238135,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238136,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238137,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238138,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238139,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238140,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
33568238141,Fraude probable,fraud,0.99,95,pipeline_v2,2026-03-15
